"","Scientific_Name","Also_known_as","Genus","Family","Life_cycle","Origin","Habitat","Bloom_season","Plant_height","Wetland_Indicator_Status","Flower_shape_1","Leaf_attachment_1","Leaf_type_1","Fruit_type_1","Status","Cluster_type_1","Flower_shape_2","Cluster_type_2","Leaf_type_2","Fruiting_season","Leaf_attachment_2","Flower_shape_3","Fruit_type_2","Leaf_type_3","Leaf_type_4","Cluster_type_3","Flower_shape_4","Leaf_attachment_3"
"392","Carex trisperma","","Carex","Cyperaceae (Sedge)","perennial","native","part shade, shade; wet; coniferous swamps,  bogs,  wet woods",NA,"8 to 28 inches","GP: OBL
MW: OBL
NCNE: OBL",NA,"alternate","simple","seed without plume",NA,"spike",NA,NA,NA,"June - July","basal",NA,NA,NA,NA,NA,NA,NA
"393","Carex tuckermanii","","Carex","Cyperaceae (Sedge)","perennial","native","part shade, shade; wet; forested swamps,  floodplains,  along shores,  wet meadows",NA,"16 to 48 inches","GP: OBL
MW: OBL
NCNE: OBL",NA,"alternate","simple","seed without plume",NA,"spike",NA,NA,NA,"June - August","basal",NA,NA,NA,NA,NA,NA,NA
"394","Carex typhina","","Carex","Cyperaceae (Sedge)","perennial","native","part shade, shade; moist to wet; floodplain forest,  swamps",NA,"1 to 3 feet","GP: OBL
MW: OBL
NCNE: OBL","indistinct","alternate","simple","seed without plume","State Special Concern","spike",NA,NA,NA,"June - August","basal",NA,NA,NA,NA,NA,NA,NA
"395","Carex umbellata","","Carex","Cyperaceae (Sedge)","perennial","native","part shade, sun; moist to dry sandy or rocky soil; open woods,  pine forest,  rock outcrops,  bluffs,  sand prairies,  sandy embankments",NA,"1 to 6 inches","none","indistinct","alternate","simple","seed without plume",NA,"spike",NA,NA,NA,"May - June","basal",NA,NA,NA,NA,NA,NA,NA
"396","Carex utriculata","Northwest Territory Sedge, Swollen Beaked Sedge, Common Yellow Lake Sedge","Carex","Cyperaceae (Sedge)","perennial","native","sun; wet; shores,  swamps,  marshes,  fens,  wet meadows,  floodplains,  wet ditches",NA,"10 to 40 inches","GP: OBL
MW: OBL
NCNE: OBL","indistinct","alternate","simple","seed_without_plume",NA,"spike",NA,NA,NA,"June - August","basal",NA,NA,NA,NA,NA,NA,NA
"397","Carex vaginata","","Carex","Cyperaceae (Sedge)","perennial","native","part shade, shade; wet; conifer and mixed swamps,  bogs,  seeps,  wet woods,  alder thickets",NA,"8 to 24 inches","GP: OBL
MW: OBL
NCNE: OBL","indistinct","alternate","simple","seed without plume",NA,"spike",NA,NA,NA,"June - July",NA,NA,NA,NA,NA,NA,NA,NA
"398","Carex vesicaria","Inflated Sedge, Lesser Bladder Sedge, Tufted Lake Sedge","Carex","Cyperaceae (Sedge)","perennial","native","part shade, sun; wet; swamps,  marshes,  sedge meadows,  shores,  stream banks,  woodland swales,  wet thickets",NA,"12 to 40 inches","GP: OBL
MW: OBL
NCNE: OBL","indistinct","alternate","simple","seed_without_plume",NA,"spike",NA,NA,NA,"June - August","basal",NA,NA,NA,NA,NA,NA,NA
"399","Carex viridula","","Carex","Cyperaceae (Sedge)","perennial","native","sun; moist to wet,  sandy or rocky soil; marshes,  fens,  lakeshores,  wet meadows,  seeps,  swales",NA,"4 to 16 inches","GP: OBL
MW: OBL
NCNE: OBL",NA,"alternate","simple","seed without plume",NA,"spike",NA,NA,NA,"June - August","basal",NA,NA,NA,NA,NA,NA,NA
"400","Carex vulpinoidea","Brown Fox Sedge, Common Fox Sedge","Carex","Cyperaceae (Sedge)","perennial","native","sun; moist to wet; shores,  marsh edges,  wet ditches,  wet meadows",NA,"1 to 3 feet","GP: FACW
MW: FACW
NCNE: OBL","indistinct","alternate","simple","seed without plume",NA,"panicle",NA,"spike",NA,"June - July","basal",NA,NA,NA,NA,NA,NA,NA
"401","Carex woodii","Wood's Sedge","Carex","Cyperaceae (Sedge)","perennial","native","part shade, shade; average to moist soil; rich woods,  wooded slopes,  talus slopes",NA,"12 to 18 inches","GP: none
MW: FAC
NCNE: FACU","indistinct","alternate","simple","seed without plume",NA,"spike",NA,NA,NA,"May - June",NA,NA,NA,NA,NA,NA,NA,NA
"402","Carex xerantica","Dry Sedge, Dry-land Sedge","Carex","Cyperaceae (Sedge)","perennial","native","sun; dry sandy or rocky soil; prairies,  bluffs,  rock outcrops,  dry hillsides,  plains",NA,"1 to 2 feet","none","indistinct","alternate","simple","seed without plume","State Special Concern","spike",NA,NA,NA,"June - July","basal",NA,NA,NA,NA,NA,NA,NA
"403","Carpinus caroliniana","Musclewood, American Hornbeam, Ironwood","Carpinus","Betulaceae (Birch)","perennial woody","native","part shade, shade, sun; average to moist soil; hardwood forest,  swamps,  stream banks","April - May","20 to 35 feet","GP: FAC
MW: FAC
NCNE: FAC","indistinct","alternate","simple","nut",NA,"raceme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","Carum carvi","","Carum","Apiaceae (Carrot)","biennial","Eurasia","sun; disturbed soil,  abandoned fields,  roadsides,  waste areas","June - August","1 to 4 feet","GP: UPL
MW: FACU
NCNE: UPL","5-petals","alternate","compound","seed without plume","Weedy","flat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","Carya cordiformis","Yellow-bud Hickory","Carya","Juglandaceae (Walnut)","perennial woody","native","part shade, sun; average moisture; hardwood forest,  floodplains,  glades","May - June","60 to 100+ feet","GP: FACU
MW: FACU
NCNE: FAC","indistinct","alternate","compound","nut",NA,"spike",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","Carya ovata","","Carya","Juglandaceae (Walnut)","perennial woody","native","part shade, sun; dry sandy or rocky soil; hardwood forest,  upland slopes","May - June","60 to 100 feet","GP: FACU
MW: FACU
NCNE: FACU","indistinct","alternate","compound","seed without plume",NA,"spike",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","Castilleja coccinea","Scarlet Painted-cup","Castilleja","Orobanchaceae (Broomrape)","annual, biennial","native","part shade; sandy soil; fields,  prairies,  open woods","May - August","6 to 24 inches","GP: FACU
MW: FAC
NCNE: FAC","irregular","alternate","lobed",NA,NA,"spike","tubular",NA,"simple",NA,"basal",NA,NA,NA,NA,NA,NA,NA
"408","Castilleja sessiliflora","Downy Paintbrush, Yellow Painted-cup","Castilleja","Orobanchaceae (Broomrape)","perennial","native","sun; dry prairies,  limey soil","May - July","4 to 12 inches","none","irregular","alternate","lobed",NA,NA,"spike","tubular",NA,"simple",NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","Catalpa speciosa","Cigar Tree","Catalpa","Bignoniaceae (Trumpet Creeper)","perennial woody","southeast US","sun; disturbed soil; forest edges,  ravines,  floodplains,  roadsides,  fencerows,  residential landscapes","May - June","30 to 80 feet","GP: FACU
MW: FACU
NCNE: FACU","irregular","opposite","simple","capsule/pod",NA,"panicle","tubular",NA,NA,NA,"whorl",NA,NA,NA,NA,NA,NA,NA
"410","Caulophyllum thalictroides","Pappoose-root, Squaw-root","Caulophyllum","Berberidaceae (Barberry)","perennial","native","part shade, shade; moist,  rich woods","April - May","1 to 4 feet","none","6-petals","alternate","compound","berry/drupe",NA,"panicle",NA,NA,"lobed",NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","Ceanothus americanus","Redroot, Wild Snowball","Ceanothus","Rhamnaceae (Buckthorn)","perennial woody","native","part shade, sun; sandy soil,  fields,  prairies,  open woods","June - August","1 to 3 feet","none","5-petals","alternate","simple","capsule/pod",NA,"panicle",NA,"round",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","Ceanothus herbaceus","Prairie Redroot","Ceanothus","Rhamnaceae (Buckthorn)","perennial woody","native","part shade, sun; upland woods,  prairies,  barrens","May - June","1 to 3 feet","none","5-petals","alternate","simple","capsule/pod",NA,"panicle",NA,"round",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","Celastrus orbiculatus","Asian Bittersweet","Celastrus","Celastraceae (Staff-tree)","perennial woody","Asia","part shade, sun; woodland edges,  thickets,  old fields","May - June","10 to 60-foot vine","GP: UPL
MW: UPL
NCNE: UPL","5-petals","alternate","simple","berry/drupe","Invasive - ERADICATE!
Noxious Weed
Prohibited or Restricted species","panicle",NA,"raceme",NA,NA,NA,NA,"capsule/pod",NA,NA,NA,NA,NA
"414","Celastrus scandens","Climbing Bittersweet","Celastrus","Celastraceae (Staff-tree)","perennial woody","native","part shade, sun; woodland edges,  thickets,  fields,  prairies","May - June","to 30-foot vine","GP: UPL
MW: FACU
NCNE: FACU","5-petals","alternate","simple","berry/drupe",NA,"panicle",NA,NA,NA,NA,NA,NA,"capsule/pod",NA,NA,NA,NA,NA
"415","Celtis occidentalis","Northern Hackberry, Common Hackberry","Celtis","Cannabaceae (Hemp)","perennial woody","native","part shade, sun; average to moist soil; hardwood forest,  floodplains,  river banks,","April - May","40 to 60 feet","GP: FACU
MW: FAC
NCNE: FAC","5-petals","alternate","simple","berry/drupe",NA,"panicle","6-petals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","Cenchrus longispinus","Mat Sandbur, Common Sandbur","Cenchrus","Poaceae (Grass)","annual","native","sun; dry,  open,  sandy soil; roadsides,  railroads,  prairies,  waste areas",NA,"8 to 24 inches","GP: UPL
MW: UPL
NCNE: UPL",NA,"alternate","simple","barbed",NA,"raceme",NA,"spike",NA,"summer",NA,NA,"seed without plume",NA,NA,NA,NA,NA
"417","Centaurea cyanus","Bachelor's Buttons, Bluebottle, Garden Knapweed","Centaurea","Asteraceae (Aster)","annual","Europe","part shade, sun; disturbed soil; roadsides,  fields,  shores,  gardens","June - September","8 to 40 inches","GP: FACU
MW: FACU
NCNE: UPL","7+petals","alternate","simple","seed_with_plume",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","Centaurea jacea","","Centaurea","Asteraceae (Aster)","perennial","Europe","part shade, sun; disturbed soil; roadsides,  fields,  waste places,  woodland edges","July - August","1 to 4 feet","GP: FACU
MW: FACU
NCNE: FACU","7+petals","alternate","lobed","seed without plume","Invasive - ERADICATE!
Prohibited or Restricted species","panicle",NA,NA,"simple",NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","Centaurea montana","Mountain Cornflower, Mountain Bluet, Bachelor's Button","Centaurea","Asteraceae (Aster)","perennial","Europe","part shade, sun; disturbed soil; roadsides,  fields,  waste places,  woodland edges,  gardens","June - August","10 to 30 inches","none","7+petals","alternate","simple","seed with plume","Weedy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","Centaurea nigrescens","","Centaurea","Asteraceae (Aster)","perennial","Europe","part shade, sun; disturbed soil; roadsides,  fields,  waste places,  woodland edges","July - August","1 to 5 feet","none","7+petals","alternate","lobed","seed with plume","Weedy","panicle",NA,NA,"simple",NA,"basal",NA,"seed without plume",NA,NA,NA,NA,NA
"421","Centaurea solstitialis","St. Barbaby's Thistle, Yellow Knapweed","Centaurea","Asteraceae (Aster)","annual","Eurasia","sun; dry disturbed soil; fields,  pastures,  roadsides,  open woods","July - October","6 to 60 inches","none","7+petals","alternate","lobed","seed with plume","Invasive - ERADICATE!","panicle","indistinct",NA,"simple",NA,"basal",NA,NA,NA,NA,NA,NA,NA
"422","Centaurea stoebe","","Centaurea","Asteraceae (Aster)","biennial, short-lived perennial","Europe","sun; dry fields,  roadsides,  waste areas","June - October","2 to 3 feet","none","7+petals","alternate","lobed","seed with plume","Invasive - ERADICATE!
Noxious Weed
Prohibited or Restricted species","panicle","tubular","round","simple",NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","Centaurea ×moncktonii","","Centaurea","Asteraceae (Aster)","perennial","Europe","sun; disturbed soil; roadsides,  fields,  waste places,  woodland edges","July - August","1 to 5 feet","GP: FACU
MW: FACU
NCNE: FACU","7+petals","alternate","lobed","seed with plume","Invasive - ERADICATE!
Prohibited or Restricted species","panicle",NA,NA,"simple",NA,"basal",NA,NA,NA,NA,NA,NA,NA
"424","Centaurium pulchellum","Lesser Centaury","Centaurium","Gentianaceae (Gentian)","annual","Eurasia","sun; disturbed soil; roadsides,  railroads,  waste areas,  fields,  lawns,  wetland edges","June - October","2 to 6 inches","GP: FACU
MW: FACU
NCNE: FAC","4-petals","opposite","simple","capsule/pod","Weedy","panicle","5-petals",NA,NA,NA,NA,"tubular",NA,NA,NA,NA,NA,NA
"425","Cephalanthus occidentalis","","Cephalanthus","Rubiaceae (Madder)","perennial woody","native","part shade, sun; wet; floodplains,  river banks,  shores,  marshes,  swamps","June - July","4 to 16 feet","GP: OBL
MW: OBL
NCNE: OBL","4-petals","opposite","simple","capsule/pod",NA,"round","tubular",NA,NA,NA,"whorl",NA,NA,NA,NA,NA,NA,NA
"426","Cerastium arvense","","Cerastium","Caryophyllaceae (Pink)","perennial","native","sun; prairies,  roadsides,  shores,  rock outcrops","May - July","6 to 12 inches","GP: FACU
MW: FACU
NCNE: FACU","5-petals","opposite","simple","capsule/pod",NA,"panicle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","Cerastium brachypodum","Short-stalk Mouse-ear Chickweed, Western Chickweed","Cerastium","Caryophyllaceae (Pink)","annual","native","sun; seasonally wet rocky or sandy soil; grasslands,  rock outcrops,  roadsides,  open woods","May - July","2 to 8 inches","GP: FACU
MW: FACU
NCNE: FACU","5-petals","opposite","simple","capsule/pod",NA,"panicle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","Cerastium fontanum","Big Chickweed","Cerastium","Caryophyllaceae (Pink)","annual, short-lived perennial","Europe","part shade, sun; lawns,  gardens,  roadsides,  woodland edges,  fields,  waste areas,  disturbed soil","May - September","6 to 18 inches","GP: FACU
MW: FACU
NCNE: FACU","5-petals","opposite","simple","capsule/pod","Weedy","panicle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","Cerastium nutans","Nodding Mouse-ear Chickweed","Cerastium","Caryophyllaceae (Pink)","annual","native","part shade, shade, sun; average to moist rocky soil; woods,  stream banks,  meadows,  forest edges,  rock ledges,  shores","May - July","4 to 20 inches","GP: FAC
MW: FACU
NCNE: FACU","5-petals","opposite","simple","capsule/pod",NA,"panicle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","Ceratophyllum demersum","Coon's-tail, Hornwort","Ceratophyllum","Ceratophyllaceae (Hornwort)","perennial","native","part shade, shade, sun; shallow to 18-ft deep,  fresh to slightly brackish water; ponds,  lakes,  slow-moving streams,  ditches,  marshes","June - September","6 inches to 10 feet","GP: OBL
MW: OBL
NCNE: OBL","indistinct","whorl","lobed","capsule/pod",NA,NA,NA,NA,"simple",NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","Ceratophyllum echinatum","Spineless Hornwort, Prickly Hornwort","Ceratophyllum","Ceratophyllaceae (Hornwort)","perennial","native","part shade, shade; shallow to 18-ft deep; acidic soft water lakes,  ponds,  slow-moving streams,  ditches","July - August","6 to 40 inches","GP: OBL
MW: OBL
NCNE: OBL","indistinct","whorl","lobed","seed without plume",NA,NA,NA,NA,"simple",NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","Chaenorhinum minus","","Chaenorhinum","Scrophulariaceae (Figwort)","annual","Europe","part shade, sun; disturbed soil; waste areas,  urban landscapes","June - September","4 to 12 inches","none","irregular","alternate","simple","capsule/pod",NA,NA,"tubular",NA,NA,NA,"opposite",NA,NA,NA,NA,NA,NA,NA
"433","Chamaecrista fasciculata","Showy Partridge Pea","Chamaecrista","Fabaceae (Pea)","annual","native","part shade, sun; dry sandy soil; prairies,  open woods,  disturbed soil","July - September","12 to 30 inches","GP: FACU
MW: FACU
NCNE: FACU","5-petals","alternate","compound","capsule/pod",NA,"raceme","irregular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","Chamaedaphne calyculata","","Chamaedaphne","Ericaceae (Heath)","perennial woody","native","sun; bogs,  peatlands,  swampy streambanks in coniferous forests","April - June","12 to 40 inches","GP: OBL
MW: OBL
NCNE: OBL","5-petals","alternate","simple",NA,NA,"raceme","bell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","Chamaenerion angustifolium","Rosebay, Great Willowherb","Chamaenerion","Onagraceae (Evening Primrose)","perennial","native","part shade, sun; moist soil,  woodland edges and clearings,  along shores","June - August","3 to 7 feet","GP: FAC
MW: FAC
NCNE: FAC","4-petals","alternate","simple","capsule/pod",NA,"raceme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","Chamaerhodos erecta","Nuttall's Rock-rose, Nuttall's Little Rose","Chamaerhodos","Rosaceae (Rose)","short-lived perennial","native","sun; dry sandy,  gravelly or rocky soil; prairies,  plains,  roadsides,  gravel pits","June - August","4 to 12 inches","none","5-petals","alternate","lobed","seed without plume",NA,"panicle","bell",NA,"simple",NA,"basal",NA,NA,NA,NA,NA,NA,NA
"437","Cheilanthes feei","Fee's Lipfern","Cheilanthes","Pteridaceae (Maidenhair)","perennial","native","part shade, sun; crevices and cracks of limestone or sandstone cliffs and ledges",NA,"2 to 8 inches","none",NA,"basal","compound","spores on leaf",NA,NA,NA,NA,NA,"summer",NA,NA,NA,NA,NA,NA,NA,NA
"438","Chelidonium majus","Greater Celandine","Chelidonium","Papaveraceae (Poppy)","biennial","Europe","part shade, shade; woods,  thickets,  roadsides,  waste areas,  fields","May - August","12 to 30 inches","GP: FACU
MW: UPL
NCNE: UPL","4-petals","alternate","compound","capsule/pod","Invasive - ERADICATE!","flat",NA,NA,"lobed",NA,"basal",NA,NA,NA,NA,NA,NA,NA
"439","Chelone glabra","","Chelone","Plantaginaceae (Plantain)","perennial","native","part shade, sun; wet meadows,  along shores,  wetlands","August - September","2 to 4 feet","GP: OBL
MW: OBL
NCNE: OBL","irregular","opposite","simple","capsule/pod",NA,"spike","tubular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","Chenopodium album","Pigweed, Fat Hen","Chenopodium","Amaranthaceae (Amaranth)","annual","Europe","part shade, shade, sun; disturbed soil; roadsides,  waste places,  gravel pits,  fields,  open woods,  shores","July - September","1 to 6 feet","GP: FACU
MW: FACU
NCNE: FACU","5-petals","alternate","lobed","seed_without_plume","Weedy","panicle","indistinct",NA,"simple",NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","Chenopodium berlandieri","Berlandier's Goosefoot, Pigweed","Chenopodium","Amaranthaceae (Amaranth)","annual","native","part shade, sun; disturbed soil; roadsides,  railroads,  waste places,  cliffs,  river banks,  open woods,","July - October","4 to 40 inches","none","5-petals","alternate","lobed","seed_without_plume","Weedy","panicle","indistinct",NA,"simple",NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","Chenopodium capitatum","Blite Goosefoot, Strawberry Spinach","Chenopodium","Amaranthaceae (Amaranth)","annual","native","part shade, sun; moist to dry disturbed soil; roadsides,  gravel pits,  waste areas,  fields,  open woods,  thickets,  clearings","June - August","8 to 40 inches","none","indistinct","alternate","lobed","seed without plume","Weedy","round",NA,"whorled","simple",NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","Chenopodium glaucum","","Chenopodium","Amaranthaceae (Amaranth)","annual","native","sun; disturbed soil; roadsides,  gravel pits,  railroads,  gravelly shores,  waste places,","July - September","2 to 16 inches","GP: FAC
MW: FACW
NCNE: FACW","indistinct","alternate","lobed","seed_without_plume",NA,"round",NA,"spike","simple",NA,NA,NA,NA,NA,NA,NA,NA,NA
